product_id,product_name,category,subcategory,brand,supplier,unit_cost,selling_price,launch_date
5090,NovaTech Men's Wear 90,Fashion,Men's Wear,NovaTech,ValueChain,2240.51,3210.44,12/30/2023
5091,TrendLine Mobiles 91,Electronics,Mobiles,TrendLine,MetroDistributors,1632.55,1985.54,6/26/2023
5092,TravelMate Kitchen 92,Home & Kitchen,Kitchen,TravelMate,RetailSource,1412.21,1714.59,11/15/2024
5093,PageTurner Stationery 93,Accessories,Stationery,PageTurner,MetroDistributors,810.83,1029.45,11/16/2024
5094,DailyFresh Mobiles 94,Electronics,Mobiles,DailyFresh,PrimeSupply,2034.84,3159.68,9/26/2024
5095,PageTurner Beverages 95,Grocery,Beverages,PageTurner,PrimeSupply,280.04,330.98,2/7/2025
5096,PureSkin Organic 96,Grocery,Organic,PureSkin,RetailSource,133.84,219.01,5/18/2024
5097,UrbanNest Children 97,Books,Children,UrbanNest,RetailSource,568.23,871.46,11/11/2023
5098,SoundMax Footwear 98,Fashion,Footwear,SoundMax,ValueChain,2125.14,2492.7,3/6/2024
5099,KitchenPro Decor 99,Home & Kitchen,Decor,KitchenPro,RetailSource,598.11,684.01,9/21/2024
5100,HomeCraft Staples 100,Grocery,Staples,HomeCraft,ValueChain,71.04,112.24,2/28/2025
5101,PageTurner Snacks 101,Grocery,Snacks,PageTurner,MetroDistributors,65.64,88.65,3/7/2024
5102,UrbanNest Fragrance 102,Beauty,Fragrance,UrbanNest,GlobalTrade,269.68,427.89,4/6/2023
5103,UrbanNest Cameras 103,Electronics,Cameras,UrbanNest,ValueChain,4260.88,6553.17,2/6/2024
5104,PureHarvest Decor 104,Home & Kitchen,Decor,PureHarvest,PrimeSupply,794.61,1319.25,8/18/2024
5105,Voltix Accessories 105,Electronics,Accessories,Voltix,MetroDistributors,5211.78,7611.16,2/12/2025
5106,PageTurner Accessories 106,Electronics,Accessories,PageTurner,RetailSource,3757.92,4824.54,3/19/2025
5107,UrbanNest Skincare 107,Beauty,Skincare,UrbanNest,MetroDistributors,741.32,1238.72,2/28/2025
5108,TimeCraft Beverages 108,Grocery,Beverages,TimeCraft,PrimeSupply,149.6,188.36,9/30/2023
5109,TravelMate Yoga 109,Sports,Yoga,TravelMate,GlobalTrade,442.92,757.05,1/24/2023
5110,UrbanWear Outdoor 110,Sports,Outdoor,UrbanWear,GlobalTrade,872.31,1479.16,7/22/2023
5111,ReadMore Fiction 111,Books,Fiction,ReadMore,RetailSource,428.89,541.55,4/30/2023
5112,TimeCraft Fitness 112,Sports,Fitness,TimeCraft,ValueChain,1378.12,1653.68,11/4/2024
5113,PureSkin Bags 113,Fashion,Bags,PureSkin,ValueChain,789.9,1057.24,9/28/2023
5114,PureHarvest Household 114,Grocery,Household,PureHarvest,MetroDistributors,291.17,381.2,6/25/2023
5115,TrailMaster Decor 115,Home & Kitchen,Decor,TrailMaster,PrimeSupply,991.65,1606.82,6/23/2024
5116,NovaTech Watches 116,Accessories,Watches,NovaTech,MetroDistributors,196.63,325.98,5/3/2024
5117,PureSkin Computing 117,Electronics,Computing,PureSkin,ValueChain,2960.65,4282.5,12/4/2024
5118,HomeCraft Outdoor 118,Sports,Outdoor,HomeCraft,RetailSource,430.61,514.82,7/11/2025
5119,PureSkin Personal Care 119,Beauty,Personal Care,PureSkin,PrimeSupply,749.94,1229.82,3/25/2023
5120,ReadMore Footwear 120,Fashion,Footwear,ReadMore,PrimeSupply,1022.75,1232.61,3/2/2023
5121,Voltix Women's Wear 121,Fashion,Women's Wear,Voltix,ValueChain,1362.48,2253,3/27/2025
5122,FitPro Computing 122,Electronics,Computing,FitPro,PrimeSupply,4367.52,5293.06,6/28/2025
5123,GlowCare Children 123,Books,Children,GlowCare,GlobalTrade,211.51,353.66,12/2/2023
5124,Voltix Footwear 124,Fashion,Footwear,Voltix,MetroDistributors,502.3,606.08,7/10/2023
5125,PageTurner Footwear 125,Fashion,Footwear,PageTurner,PrimeSupply,1314.36,1832.96,10/26/2023
5126,ReadMore Organic 126,Grocery,Organic,ReadMore,RetailSource,96.8,139.28,4/27/2024
5127,NovaTech Haircare 127,Beauty,Haircare,NovaTech,MetroDistributors,1195.11,1916.96,1/12/2023
5128,KitchenPro Staples 128,Grocery,Staples,KitchenPro,RetailSource,50.24,81.43,5/13/2023
5129,SoundMax Accessories 129,Electronics,Accessories,SoundMax,ValueChain,3948.88,4936.94,2/4/2023
5130,PureSkin Decor 130,Home & Kitchen,Decor,PureSkin,PrimeSupply,374.01,635.38,12/10/2024
5131,PureHarvest Decor 131,Home & Kitchen,Decor,PureHarvest,RetailSource,444.19,538.66,3/20/2024
5132,TimeCraft Household 132,Grocery,Household,TimeCraft,GlobalTrade,321.51,492.65,9/24/2025
5133,UrbanWear Children 133,Books,Children,UrbanWear,RetailSource,172.08,261.16,3/20/2024
5134,HomeCraft Staples 134,Grocery,Staples,HomeCraft,PrimeSupply,406.1,635.34,10/30/2023
5135,KitchenPro Personal Care 135,Beauty,Personal Care,KitchenPro,MetroDistributors,1121.05,1288.27,11/3/2023
5136,SoundMax Kitchen 136,Home & Kitchen,Kitchen,SoundMax,GlobalTrade,3506.88,4931.17,7/13/2025
5137,UrbanNest Bags 137,Fashion,Bags,UrbanNest,ValueChain,889.12,1018.85,7/8/2023
5138,FitPro Personal Care 138,Beauty,Personal Care,FitPro,ValueChain,750.99,903.53,12/30/2024
5139,NovaTech Computing 139,Electronics,Computing,NovaTech,GlobalTrade,3577.71,4345.91,5/29/2025
5140,PageTurner Outdoor 140,Sports,Outdoor,PageTurner,MetroDistributors,1804.22,2114.29,8/23/2025
5141,DailyFresh Household 141,Grocery,Household,DailyFresh,RetailSource,279.29,406.62,3/26/2023
5142,KitchenPro Appliances 142,Home & Kitchen,Appliances,KitchenPro,ValueChain,833.49,1378,11/2/2024
5143,ReadMore Yoga 143,Sports,Yoga,ReadMore,ValueChain,936.88,1430.68,3/21/2025
5144,StyleHub Women's Wear 144,Fashion,Women's Wear,StyleHub,ValueChain,674,1049.05,11/13/2024
5145,TravelMate Audio 145,Electronics,Audio,TravelMate,GlobalTrade,5769.12,7630.06,4/21/2025
5146,TrendLine Appliances 146,Home & Kitchen,Appliances,TrendLine,RetailSource,4986.01,5977.99,8/1/2025
5147,PureSkin Haircare 147,Beauty,Haircare,PureSkin,PrimeSupply,1137.15,1574.46,5/30/2025
5148,DailyFresh Children 148,Books,Children,DailyFresh,GlobalTrade,138.5,200.03,12/28/2024
5149,HomeCraft Women's Wear 149,Fashion,Women's Wear,HomeCraft,GlobalTrade,326.4,531.81,7/14/2023
5150,TrailMaster Decor 150,Home & Kitchen,Decor,TrailMaster,RetailSource,2772.06,4054.47,4/27/2025
5151,DailyFresh Mobiles 151,Electronics,Mobiles,DailyFresh,ValueChain,1548.2,2618.92,11/15/2024
5152,HomeCraft Non-Fiction 152,Books,Non-Fiction,HomeCraft,PrimeSupply,588.41,884.25,10/12/2023
5153,ReadMore Bags 153,Fashion,Bags,ReadMore,RetailSource,649.2,883.57,10/8/2024
5154,HomeCraft Outdoor 154,Sports,Outdoor,HomeCraft,ValueChain,566.79,906.6,6/18/2023
5155,PureSkin Furniture 155,Home & Kitchen,Furniture,PureSkin,GlobalTrade,892.75,1104.2,4/13/2025
5156,KitchenPro Academic 156,Books,Academic,KitchenPro,ValueChain,177.94,234.24,10/2/2024
5157,FitPro Women's Wear 157,Fashion,Women's Wear,FitPro,PrimeSupply,974.07,1544.9,10/6/2024
5158,TechEdge Mobiles 158,Electronics,Mobiles,TechEdge,RetailSource,6824.58,7972.88,9/10/2023
5159,DailyFresh Haircare 159,Beauty,Haircare,DailyFresh,ValueChain,213.63,277.02,6/1/2023
5160,PixelPro Children 160,Books,Children,PixelPro,GlobalTrade,491.4,808.51,3/5/2024
5161,UrbanNest Jewelry 161,Accessories,Jewelry,UrbanNest,MetroDistributors,250.68,315.6,12/16/2023
5162,DailyFresh Stationery 162,Accessories,Stationery,DailyFresh,PrimeSupply,1627.03,2300.48,5/5/2025
5163,PixelPro Women's Wear 163,Fashion,Women's Wear,PixelPro,RetailSource,781.55,968.53,9/11/2025
5164,DailyFresh Yoga 164,Sports,Yoga,DailyFresh,PrimeSupply,445.5,525.69,9/23/2024
5165,UrbanWear Personal Care 165,Beauty,Personal Care,UrbanWear,PrimeSupply,718.92,1082.91,3/8/2025
5166,HomeCraft Skincare 166,Beauty,Skincare,HomeCraft,GlobalTrade,386.64,553.76,8/1/2025
5167,DailyFresh Audio 167,Electronics,Audio,DailyFresh,ValueChain,2021.65,2313.85,1/4/2025
5168,DailyFresh Fitness 168,Sports,Fitness,DailyFresh,ValueChain,432.03,509.32,12/21/2023
5169,PureHarvest Watches 169,Accessories,Watches,PureHarvest,PrimeSupply,2329.51,2878.79,8/21/2023
5170,GlowCare Cameras 170,Electronics,Cameras,GlowCare,PrimeSupply,1432.65,2233.68,10/8/2023
5171,Voltix Furniture 171,Home & Kitchen,Furniture,Voltix,MetroDistributors,1047.67,1280.59,11/11/2023
5172,TrailMaster Computing 172,Electronics,Computing,TrailMaster,ValueChain,2151.3,2566.3,8/2/2023
5173,TrailMaster Women's Wear 173,Fashion,Women's Wear,TrailMaster,RetailSource,321.55,475.7,11/6/2024
5174,PureHarvest Men's Wear 174,Fashion,Men's Wear,PureHarvest,RetailSource,867.88,1038.79,9/3/2025
5175,PageTurner Men's Wear 175,Fashion,Men's Wear,PageTurner,MetroDistributors,1950.71,2231.26,9/16/2023
5176,KitchenPro Accessories 176,Fashion,Accessories,KitchenPro,RetailSource,856.91,1017.95,3/5/2024
5177,StyleHub Beverages 177,Grocery,Beverages,StyleHub,MetroDistributors,61.65,86.25,7/30/2025
5178,FitPro Decor 178,Home & Kitchen,Decor,FitPro,PrimeSupply,640.22,744.93,7/9/2025
5179,ReadMore Fiction 179,Books,Fiction,ReadMore,PrimeSupply,254.49,405.94,1/26/2023
5180,KitchenPro Academic 180,Books,Academic,KitchenPro,PrimeSupply,352.52,411.77,12/11/2023
5181,HomeCraft Fragrance 181,Beauty,Fragrance,HomeCraft,GlobalTrade,361.61,484.62,12/16/2023
5182,PureHarvest Decor 182,Home & Kitchen,Decor,PureHarvest,RetailSource,800.85,1028.4,10/15/2023
5183,TravelMate Stationery 183,Accessories,Stationery,TravelMate,GlobalTrade,462.85,774.95,7/30/2025
5184,KitchenPro Footwear 184,Fashion,Footwear,KitchenPro,RetailSource,1876.52,2292.11,2/9/2025
5185,SoundMax Cameras 185,Electronics,Cameras,SoundMax,PrimeSupply,4851.68,6370.07,3/6/2023
5186,FitPro Mobiles 186,Electronics,Mobiles,FitPro,RetailSource,4648.75,6690.12,9/10/2024
5187,NovaTech Organic 187,Grocery,Organic,NovaTech,PrimeSupply,388.06,503.08,7/30/2024
5188,Voltix Mobiles 188,Electronics,Mobiles,Voltix,GlobalTrade,4029.11,5672.47,6/8/2024
5189,GlowCare Bags 189,Fashion,Bags,GlowCare,MetroDistributors,1095.48,1530.24,12/22/2024
5190,UrbanNest Team Sports 190,Sports,Team Sports,UrbanNest,PrimeSupply,337.75,457.83,3/16/2024
5191,SoundMax Makeup 191,Beauty,Makeup,SoundMax,MetroDistributors,231.81,279.48,12/12/2024
5192,UrbanNest Team Sports 192,Sports,Team Sports,UrbanNest,GlobalTrade,958.81,1264.68,4/11/2024
5193,TrailMaster Footwear 193,Fashion,Footwear,TrailMaster,ValueChain,372.3,443.83,8/3/2025
5194,PageTurner Cycling 194,Sports,Cycling,PageTurner,MetroDistributors,727.42,1233.54,4/14/2025
5195,PageTurner Mobiles 195,Electronics,Mobiles,PageTurner,ValueChain,2552.59,3937.75,2/23/2023
5196,KitchenPro Appliances 196,Home & Kitchen,Appliances,KitchenPro,MetroDistributors,1281.26,1557.8,6/3/2023
5197,FitPro Computing 197,Electronics,Computing,FitPro,RetailSource,1429.13,1862.42,2/4/2024
5198,KitchenPro Men's Wear 198,Fashion,Men's Wear,KitchenPro,PrimeSupply,2300.07,2939.19,2/21/2023
5199,FitPro Accessories 199,Electronics,Accessories,FitPro,PrimeSupply,2189.53,3257.33,3/11/2023
5200,NovaTech Fragrance 200,Beauty,Fragrance,NovaTech,MetroDistributors,865.92,1241.48,1/6/2023
5201,UrbanWear Kitchen 201,Home & Kitchen,Kitchen,UrbanWear,MetroDistributors,710.05,1190.52,6/18/2025
5202,KitchenPro Men's Wear 202,Fashion,Men's Wear,KitchenPro,PrimeSupply,680.88,859.27,5/10/2024
5203,TrailMaster Accessories 203,Electronics,Accessories,TrailMaster,PrimeSupply,4191.38,6992.23,2/20/2025
5204,HomeCraft Accessories 204,Fashion,Accessories,HomeCraft,MetroDistributors,2293.53,3185.3,3/29/2025
5205,KitchenPro Organic 205,Grocery,Organic,KitchenPro,PrimeSupply,695.16,842.74,6/15/2023
5206,GlowCare Decor 206,Home & Kitchen,Decor,GlowCare,RetailSource,3190.61,4889.5,11/1/2024
5207,FitPro Comics 207,Books,Comics,FitPro,GlobalTrade,277.44,344.03,9/10/2024
5208,UrbanWear Footwear 208,Fashion,Footwear,UrbanWear,MetroDistributors,1560.25,2078.05,9/17/2025
5209,PureHarvest Kitchen 209,Home & Kitchen,Kitchen,PureHarvest,PrimeSupply,3837.18,6153.07,5/23/2025
5210,TravelMate Appliances 210,Home & Kitchen,Appliances,TravelMate,PrimeSupply,2961.31,3797.22,9/1/2024
5211,PureSkin Furniture 211,Home & Kitchen,Furniture,PureSkin,PrimeSupply,2026.61,3102.49,11/7/2024
5212,GlowCare Fiction 212,Books,Fiction,GlowCare,MetroDistributors,299.3,351.45,5/24/2024
5213,TrendLine Storage 213,Home & Kitchen,Storage,TrendLine,MetroDistributors,2609.6,3296.36,8/7/2024
5214,SoundMax Stationery 214,Accessories,Stationery,SoundMax,MetroDistributors,248.48,286.53,8/4/2024
5215,UrbanWear Yoga 215,Sports,Yoga,UrbanWear,RetailSource,642.1,883.2,6/3/2025
5216,ReadMore Men's Wear 216,Fashion,Men's Wear,ReadMore,PrimeSupply,309.09,434.74,6/1/2025
5217,TrailMaster Gadgets 217,Accessories,Gadgets,TrailMaster,GlobalTrade,1583.33,2259.89,8/10/2023
5218,SoundMax Decor 218,Home & Kitchen,Decor,SoundMax,PrimeSupply,1555.92,1920.13,1/15/2023
5219,PixelPro Academic 219,Books,Academic,PixelPro,PrimeSupply,261.68,373.91,9/18/2023
5220,DailyFresh Kitchen 220,Home & Kitchen,Kitchen,DailyFresh,MetroDistributors,2830.31,4598.78,4/11/2024
5221,PageTurner Fragrance 221,Beauty,Fragrance,PageTurner,RetailSource,551.04,668,8/9/2023
5222,UrbanWear Computing 222,Electronics,Computing,UrbanWear,RetailSource,3342.7,5619.6,2/16/2024
5223,TimeCraft Organic 223,Grocery,Organic,TimeCraft,PrimeSupply,622.41,1070.71,3/9/2024
5224,SoundMax Men's Wear 224,Fashion,Men's Wear,SoundMax,MetroDistributors,434.77,691.3,8/11/2025
5225,PageTurner Fragrance 225,Beauty,Fragrance,PageTurner,ValueChain,244.92,279.75,3/15/2024
5226,TravelMate Watches 226,Accessories,Watches,TravelMate,PrimeSupply,1046.65,1240.06,7/7/2023
5227,StyleHub Audio 227,Electronics,Audio,StyleHub,ValueChain,2946.86,3362.98,2/13/2024
5228,TrendLine Travel 228,Accessories,Travel,TrendLine,PrimeSupply,206.8,252.99,1/26/2023
5229,Voltix Skincare 229,Beauty,Skincare,Voltix,ValueChain,651.56,834.88,1/30/2023
5230,DailyFresh Children 230,Books,Children,DailyFresh,MetroDistributors,332.04,484.51,9/23/2024
5231,PageTurner Footwear 231,Fashion,Footwear,PageTurner,ValueChain,252.11,402.93,9/9/2023
5232,UrbanWear Snacks 232,Grocery,Snacks,UrbanWear,PrimeSupply,57.82,93.54,9/17/2024
5233,Voltix Snacks 233,Grocery,Snacks,Voltix,RetailSource,684.86,1124.67,2/7/2023
5234,StyleHub Footwear 234,Fashion,Footwear,StyleHub,PrimeSupply,841.6,1296.56,11/16/2023
5235,StyleHub Academic 235,Books,Academic,StyleHub,RetailSource,128.64,214.8,7/27/2024
5236,UrbanNest Stationery 236,Accessories,Stationery,UrbanNest,PrimeSupply,152.23,213.04,6/23/2024
5237,DailyFresh Academic 237,Books,Academic,DailyFresh,PrimeSupply,250.84,391.37,8/16/2024
5238,UrbanNest Travel 238,Accessories,Travel,UrbanNest,ValueChain,1174.57,1504.03,8/19/2024
5239,PixelPro Children 239,Books,Children,PixelPro,MetroDistributors,135.24,210.75,11/18/2023
5240,ReadMore Appliances 240,Home & Kitchen,Appliances,ReadMore,GlobalTrade,5218.79,6135.14,12/20/2023
5241,PageTurner Snacks 241,Grocery,Snacks,PageTurner,RetailSource,422.23,582.15,2/12/2024
5242,NovaTech Outdoor 242,Sports,Outdoor,NovaTech,RetailSource,745.32,851.15,2/25/2024
5243,TrailMaster Computing 243,Electronics,Computing,TrailMaster,MetroDistributors,4851.27,5772.63,2/25/2025
5244,TrendLine Audio 244,Electronics,Audio,TrendLine,RetailSource,5667.55,7078.92,5/22/2023
5245,TrailMaster Furniture 245,Home & Kitchen,Furniture,TrailMaster,GlobalTrade,1815.62,2284.59,7/15/2024
5246,HomeCraft Fiction 246,Books,Fiction,HomeCraft,GlobalTrade,545.85,646.09,2/10/2025
5247,TechEdge Academic 247,Books,Academic,TechEdge,ValueChain,222.63,306.1,12/8/2023
5248,GlowCare Household 248,Grocery,Household,GlowCare,PrimeSupply,275.76,390.52,1/25/2024
5249,SoundMax Accessories 249,Electronics,Accessories,SoundMax,RetailSource,1779.18,2045.35,11/8/2024
5250,Voltix Audio 250,Electronics,Audio,Voltix,GlobalTrade,2290.48,2636.71,10/7/2024
5251,NovaTech Storage 251,Home & Kitchen,Storage,NovaTech,GlobalTrade,759.15,880.46,7/7/2024
5252,UrbanNest Fitness 252,Sports,Fitness,UrbanNest,PrimeSupply,1216.47,1433.44,3/2/2024
